Loyalty Number,Churn,f.score,r.score
199494,0,1,8
271987,1,0,0
351753,0,3,8
408347,0,2,8
735770,0,6,8
369141,0,6,8
690563,0,5,8
229636,0,0,0
304726,0,6,8
187041,0,6,8
510644,0,4,8
488268,0,7,8
452439,0,5,8
441964,0,5,8
381308,0,1,8
718409,0,6,8
979168,1,0,0
395887,0,7,8
348448,0,7,8
577232,1,0,0
736004,0,2,8
878568,0,5,8
608116,0,5,8
825569,0,5,8
705496,0,7,8
772395,0,4,8
153987,0,3,8
444904,1,0,0
759223,0,3,8
793178,0,6,8
114493,0,5,8
896592,0,7,8
873415,0,7,8
804259,0,6,8
906346,0,7,8
212230,0,7,8
391761,0,5,8
760645,0,6,8
485280,0,4,8
818454,0,5,8
591476,0,2,3
593868,0,6,8
136230,0,1,8
749441,0,6,8
392582,0,7,8
458773,0,0,0
713981,1,3,4
567865,0,3,8
292049,0,6,8
606811,0,0,0
444202,0,1,8
353486,0,6,8
952393,0,3,8
729677,0,6,8
450888,0,5,8
238063,0,0,0
853826,0,6,8
864967,0,4,8
312863,0,7,8
582244,0,0,0
412944,0,7,8
899760,0,8,8
506418,0,2,8
846732,0,7,8
505522,0,7,8
766091,0,1,8
642020,0,8,8
988927,1,0,0
417564,0,4,8
708337,0,4,8
703711,0,5,8
246690,0,5,8
669373,0,7,8
836443,0,6,8
485557,0,5,8
504589,0,6,8
840326,0,6,8
514369,0,3,8
756592,0,0,0
455991,0,6,8
625621,0,6,8
603079,0,6,8
388448,0,6,8
832663,0,4,8
454440,0,5,8
902515,0,8,8
876569,0,6,8
839967,0,5,8
151571,0,3,8
570784,0,7,8
170027,0,7,8
464771,0,3,3
292164,0,4,8
738432,0,7,8
101902,0,8,8
463606,0,6,8
902277,0,4,8
872158,1,0,0
352424,0,8,8
100816,0,5,8
986461,0,4,8
183754,0,5,8
931537,0,5,8
215314,1,0,0
221287,0,5,8
797845,0,7,8
391106,0,4,8
519766,1,3,5
442956,0,7,8
713132,0,8,8
241967,0,7,8
419648,0,3,8
557469,1,0,0
253601,0,6,8
941170,0,7,8
333680,0,6,8
545917,0,5,8
444060,0,4,8
572647,0,4,8
311684,0,7,8
357173,0,6,8
489501,1,1,1
193020,0,6,8
418958,0,7,8
146702,0,4,8
719213,0,6,8
774275,0,4,8
158401,0,2,8
687951,0,2,8
472879,0,7,8
382243,0,5,8
178335,0,4,7
150383,0,2,8
263766,0,6,8
702915,0,6,8
979449,1,4,4
249270,0,3,8
142371,0,5,8
887464,0,3,8
892517,0,0,0
428130,0,4,8
583165,1,0,0
605343,0,4,8
204994,0,7,8
260838,0,6,8
611667,0,4,8
565811,0,7,8
801953,0,6,8
241391,0,5,8
331706,0,7,8
287979,1,4,8
566696,0,6,8
954329,0,2,8
263781,0,7,8
894799,0,6,8
401055,0,4,8
498694,0,6,8
113558,0,5,8
781187,0,7,8
452417,0,7,8
741470,1,0,0
323311,0,4,8
519300,0,4,8
522618,0,7,8
583227,0,6,8
857878,0,4,8
153998,0,4,8
790450,0,6,8
650420,0,6,8
543599,1,0,0
482673,0,2,8
708210,0,4,8
169129,0,7,8
300678,1,0,0
700918,0,7,8
307256,0,6,8
378857,0,7,8
448136,0,8,8
791978,0,5,8
474272,1,1,1
274817,0,6,8
368675,0,2,8
261767,1,0,0
584463,0,6,8
159800,0,1,2
160773,0,7,8
496014,0,6,8
515315,1,0,0
623222,1,5,7
270266,0,5,8
775407,0,1,8
791282,1,2,8
777561,0,7,8
731540,0,5,8
455319,0,7,8
318199,0,5,7
804510,0,0,0
637396,0,5,8
663133,0,6,8
678722,0,4,8
616183,1,2,2
470998,0,2,8
356618,0,7,8
934893,0,7,8
491369,0,6,8
939593,1,0,0
744304,1,1,2
736504,0,10,8
950336,0,5,8
721786,0,6,8
344570,0,2,8
927165,0,0,0
197192,0,7,8
711864,0,5,8
576051,0,7,8
272551,1,3,7
385861,0,1,8
551961,1,1,1
730008,0,0,0
313708,0,3,8
807970,1,1,1
502023,0,4,8
713039,0,3,8
937476,0,6,8
792332,0,6,8
857516,0,5,8
180216,0,7,8
301793,0,5,8
308480,0,1,8
802196,0,6,8
465095,0,3,8
639117,0,5,8
942779,0,5,8
151554,0,6,8
290091,0,6,8
280216,0,4,7
348173,1,0,0
452684,1,2,5
499482,0,2,8
744711,0,3,8
475233,0,5,8
715184,0,3,8
775768,0,10,8
474305,0,7,8
583565,0,7,8
907038,0,4,8
204375,0,3,8
788515,0,5,8
580508,0,8,8
746235,1,0,0
926106,0,7,8
531976,0,6,8
246421,0,7,8
899287,0,5,8
642901,0,6,8
164224,0,2,8
658310,0,4,8
267474,0,5,8
822555,0,7,8
675057,0,5,8
849330,0,6,8
796541,0,6,8
183224,0,6,8
283709,0,4,8
319092,1,1,1
845488,0,3,8
181498,1,0,0
337818,0,8,8
271043,0,6,8
451183,1,2,3
659882,1,4,6
734727,0,7,8
939103,0,7,8
981434,0,6,8
939319,0,7,7
211524,0,5,8
404920,0,4,8
380059,0,5,8
159680,0,7,8
748105,1,0,0
428383,1,1,1
109612,1,3,7
703621,0,5,8
940874,1,0,0
985757,0,6,8
708160,0,6,8
127185,0,5,8
318945,0,5,8
157300,1,3,8
408990,0,6,8
595624,0,1,8
730715,0,9,8
353648,1,2,4
967241,0,7,8
314713,0,3,8
367685,1,2,7
207576,0,6,8
511226,0,3,8
866417,0,1,8
392206,0,7,8
967727,0,2,8
462833,0,6,8
971097,0,5,8
338346,0,6,8
550173,0,5,8
950896,0,1,8
354442,0,5,8
410373,0,0,0
884505,0,6,8
646756,0,0,0
723707,0,2,8
795820,0,5,8
586076,0,2,8
452279,1,3,4
431392,0,1,8
449084,0,7,8
489549,1,2,7
530613,0,5,8
293685,0,3,8
213979,0,6,8
442980,0,6,8
438383,0,4,8
470802,0,2,8
932453,0,5,8
153953,0,4,8
384737,1,0,0
137999,0,6,8
838553,1,2,5
771943,0,7,8
523188,0,3,8
384602,1,2,2
281328,0,5,8
784271,0,4,8
983242,0,7,8
714206,0,6,7
279468,0,8,8
760166,0,6,8
616667,0,5,8
881818,0,5,8
677963,0,4,8
944454,0,2,8
932270,0,7,8
133065,0,4,8
959977,0,3,8
270730,0,6,8
938482,1,2,3
181852,0,6,8
321457,0,5,8
992986,0,6,8
215952,0,4,8
662973,0,5,8
800450,0,6,8
926494,0,6,8
262574,0,2,8
672649,0,2,8
552364,0,4,8
428922,0,6,8
399973,0,5,8
563386,0,4,8
814067,0,7,8
592145,0,5,8
632974,0,2,8
559622,0,7,8
680569,0,7,8
894532,0,3,8
278928,0,2,8
572448,0,2,8
861480,0,1,8
146086,0,6,8
580341,0,7,8
526349,0,6,8
262351,0,2,8
458745,1,1,8
543852,0,6,8
307631,1,2,3
350059,1,2,6
486776,0,6,8
611247,0,0,0
251095,0,7,8
242812,0,7,8
822727,1,6,6
526344,0,4,8
870522,0,7,8
337925,0,5,8
874363,0,1,8
507555,0,7,8
201273,0,4,8
956558,0,4,8
966580,0,5,8
462993,0,5,8
601027,0,7,8
266536,0,4,8
390924,1,2,3
184035,0,4,8
632398,0,7,8
290994,0,6,7
760672,0,5,8
483212,1,1,1
489108,0,4,7
475535,0,2,8
430323,0,5,8
883055,0,5,8
762117,0,5,8
309352,0,7,8
631853,0,9,8
470272,0,7,8
140042,1,0,0
486117,0,5,8
472702,0,2,8
805598,0,4,8
328543,0,5,8
129372,0,7,8
483627,0,5,8
493061,0,5,8
802425,0,5,8
110065,0,4,8
268139,0,5,8
933642,0,5,8
399214,0,7,8
634615,0,4,8
289921,0,7,8
910492,1,1,5
456140,0,5,8
760876,0,6,8
884611,0,1,8
155020,1,3,8
498587,0,8,8
512358,0,3,8
262526,0,4,8
155820,0,6,8
163260,0,5,8
213177,0,7,8
482681,0,7,8
869712,1,0,0
327365,0,1,8
725182,0,5,8
865494,0,2,8
119633,0,5,8
979355,0,6,8
471204,0,5,8
278539,1,5,7
903327,0,5,8
723015,0,7,8
661118,0,7,8
661587,0,3,8
902192,0,4,8
568880,0,5,8
994374,0,7,8
208234,0,6,8
874601,0,2,8
588943,1,2,7
950961,0,0,0
368045,0,5,8
374421,0,1,8
990122,1,0,0
706425,1,0,0
586686,0,5,8
180024,0,2,8
616875,0,5,8
642043,0,5,8
736646,0,5,8
871627,1,3,7
829505,0,5,8
607538,0,4,8
723112,0,7,8
135134,0,7,8
157212,0,7,8
999902,0,8,8
576911,0,7,8
717150,0,6,8
833397,0,7,8
279380,0,4,8
593252,0,6,8
187459,0,4,8
176688,0,5,8
274473,0,6,8
760111,0,3,8
886803,0,1,8
441631,0,3,8
312490,0,6,8
551248,0,5,8
636413,0,7,8
706962,0,6,8
618871,1,3,7
325778,0,7,8
236395,0,7,8
908246,0,6,8
980575,0,5,8
706125,0,6,8
906158,0,6,8
977303,0,6,8
593190,0,6,8
369188,0,0,0
323776,0,2,8
279777,0,6,8
224691,0,5,8
961264,0,0,0
359029,0,3,8
989262,0,4,8
482922,0,3,8
745354,0,8,8
797704,0,3,8
823319,0,3,8
664008,0,3,8
893266,0,6,8
606875,0,8,8
797216,0,7,8
464117,0,2,8
723438,0,1,8
917191,0,6,8
294184,1,0,0
349577,0,6,8
938031,0,6,8
508456,0,3,8
906946,0,4,8
284782,0,5,8
962455,0,7,8
929455,0,1,8
182205,0,2,8
530770,0,6,8
141047,0,5,8
413243,0,7,8
211842,0,6,7
567319,0,5,8
349220,0,6,8
162180,0,5,8
297702,0,5,8
994707,0,4,8
796213,0,5,8
883841,0,6,8
244762,0,4,8
271357,0,4,8
338285,0,6,8
855007,0,4,8
614830,0,10,8
664799,0,5,8
381539,0,3,8
609532,0,6,8
666680,0,4,8
789148,0,6,8
404846,0,4,8
315242,0,0,0
455474,0,7,8
650529,0,6,8
938830,1,0,0
915194,0,5,8
738874,0,3,8
288500,0,5,8
554888,1,3,4
352280,0,4,8
599184,0,6,8
196202,0,5,8
164388,0,5,8
317683,0,6,8
224661,0,10,8
239276,0,5,8
123944,0,4,8
258123,0,5,8
822901,0,2,8
229436,0,5,8
178157,1,2,3
438525,1,2,3
574640,0,7,8
914959,1,0,0
352242,0,6,8
443557,0,1,8
632515,0,4,8
429849,0,6,8
728135,0,2,4
373044,0,5,8
762681,0,6,8
919832,0,6,8
540316,0,6,8
942413,0,5,8
668970,0,2,8
480872,0,3,8
662045,0,4,8
264034,0,0,0
107571,0,5,8
549034,0,4,8
896861,0,9,8
603739,0,7,8
210298,0,7,8
536409,0,4,8
726940,1,1,2
557633,0,5,8
345959,0,1,8
349108,1,2,2
554572,1,0,0
216596,0,4,8
573290,0,3,8
308214,0,6,8
396048,0,1,8
147241,0,6,8
951389,0,5,8
390190,0,6,8
407404,0,0,0
433300,1,1,4
604783,0,4,8
638237,0,4,8
744117,0,4,8
948950,0,6,8
106838,0,6,8
221813,0,4,8
877008,0,2,8
674876,0,2,8
488151,1,1,2
898698,0,6,8
536092,0,5,8
120583,0,6,8
761674,0,6,8
544421,0,8,8
537701,0,7,8
372622,0,5,8
601332,0,7,8
741657,0,0,0
948616,0,5,8
883816,1,6,7
834012,0,1,8
922786,0,6,8
932233,0,5,8
296915,0,6,8
250391,0,2,8
249019,0,7,8
928153,0,5,8
681984,0,8,8
155965,0,4,8
619548,0,6,8
647933,0,1,8
804438,0,6,8
877384,0,6,8
404431,0,5,8
615214,0,6,8
499913,0,2,8
952573,1,1,6
851845,0,0,0
102615,0,1,8
861104,0,6,8
201709,0,6,8
490487,0,6,8
787249,1,0,0
876062,0,10,8
301094,0,5,8
779468,0,2,8
442792,0,5,8
748810,0,5,8
497476,0,0,0
120434,0,4,8
251432,0,6,8
256731,0,6,8
294005,0,4,8
401769,0,7,8
759785,0,6,8
902241,0,6,8
389430,1,0,0
623537,0,6,8
892502,0,6,8
718199,0,1,8
423473,1,2,8
766024,0,7,8
760508,0,5,8
763615,0,5,7
605341,0,5,8
292843,0,6,8
792707,0,6,8
270389,0,7,8
786230,1,1,1
213303,0,6,8
230687,1,2,6
696502,0,5,8
991213,0,3,8
715678,0,5,8
843919,1,2,6
495403,0,7,8
950193,0,6,8
698937,0,6,8
557739,0,8,8
576658,1,3,8
407768,0,5,8
132914,0,5,8
942819,0,6,8
240141,1,2,5
173938,0,7,8
263302,0,3,8
594044,1,2,5
896951,0,4,8
302056,0,6,8
982542,1,2,3
223380,0,1,8
583513,0,7,8
958005,0,7,8
858417,0,7,8
282759,0,1,8
189914,0,7,8
384928,0,4,8
407641,1,0,0
127882,0,4,8
934134,0,6,8
223638,0,0,0
224607,0,1,8
611873,0,7,8
316307,0,3,8
332855,1,0,0
923108,0,4,8
472009,0,5,8
162658,0,6,8
705806,0,3,8
861079,0,3,8
809681,0,6,8
614634,0,7,8
649680,0,3,8
440928,0,5,8
835484,0,4,8
366049,0,2,8
767507,0,5,8
104586,0,6,8
387880,0,6,8
484243,0,7,8
873436,0,7,8
633299,0,5,8
826984,1,0,0
817527,0,4,8
345090,0,1,8
579726,0,5,8
371402,0,2,8
388985,0,7,8
399397,0,6,8
631801,1,3,8
456294,0,7,8
131680,0,5,7
433678,0,5,8
933656,0,6,8
979262,0,5,8
544890,0,5,8
298795,0,6,8
135312,0,6,8
551313,0,2,8
476571,0,4,8
568442,0,7,8
417838,0,5,8
941092,1,2,7
952955,0,7,8
994609,0,7,8
433017,0,4,8
842054,0,6,8
149884,0,5,8
184207,1,0,0
957214,0,6,8
909262,1,6,6
295795,0,1,8
556879,0,2,8
616920,0,6,8
725086,0,5,8
391939,0,5,8
787001,0,7,8
426720,0,6,8
891516,0,2,8
663757,1,4,6
830503,0,6,8
106397,0,4,8
883212,0,6,7
829684,0,6,8
806168,0,4,8
621951,0,6,8
439350,0,5,8
837215,0,5,8
419776,0,6,8
313538,0,6,7
797854,0,2,8
100018,0,7,8
767774,1,0,0
383969,0,3,8
611436,0,6,8
552936,0,2,8
127311,0,5,8
132705,0,7,8
384336,0,5,8
828353,0,7,8
502708,0,5,8
535233,0,5,8
276937,0,5,8
971670,0,2,8
730726,0,5,8
749257,0,1,8
298813,0,4,8
878327,1,0,0
817168,0,8,8
425436,0,7,8
620858,0,7,8
170799,0,5,8
442879,0,7,8
507503,0,6,8
952717,0,6,8
119009,0,5,8
734459,0,5,8
554712,0,2,8
307848,0,6,8
581913,0,2,8
159272,0,6,8
914352,0,1,8
562661,0,4,8
181139,1,6,7
969313,0,8,8
702884,0,6,8
357381,0,6,8
464447,0,6,8
823740,0,5,8
950660,0,6,8
854742,1,0,0
935420,0,6,8
119015,0,3,8
686371,0,2,8
299359,0,5,8
474342,0,6,8
157902,0,1,8
383421,0,6,8
670294,0,6,8
874044,0,7,8
167016,0,4,8
131036,0,4,8
253635,0,7,8
169699,1,2,3
886299,0,3,8
442831,1,3,4
600923,1,0,0
803252,1,0,0
184754,0,5,8
644945,0,6,8
797714,0,7,8
419893,0,6,8
509223,1,3,7
883255,0,7,8
953784,0,2,8
558451,0,4,8
638004,0,3,8
204935,0,6,8
799690,0,6,8
485281,0,4,6
146560,0,3,8
615561,0,8,8
157674,0,6,8
330343,0,6,8
828817,0,7,7
953795,0,6,8
255333,0,6,8
412803,0,5,8
515165,0,7,8
119460,0,5,8
532945,1,2,8
209022,0,5,8
691262,0,3,7
480909,0,5,8
690797,0,4,8
635084,0,6,8
614307,0,4,8
992476,0,5,8
215955,0,4,8
436235,0,4,8
566961,0,7,8
517867,0,5,8
457535,0,7,8
361710,1,0,0
205111,1,5,8
733370,0,8,8
191150,0,2,8
352092,0,6,8
120126,0,4,8
585978,0,4,8
516474,0,7,8
463971,0,6,8
365468,0,7,8
967233,0,0,0
965691,1,0,0
478912,0,7,8
492226,0,3,8
638207,0,5,8
808399,0,8,8
203698,0,6,8
293343,0,1,8
545421,0,4,8
621006,0,7,8
799630,0,5,8
534905,0,4,8
244734,0,0,0
275287,0,5,8
205197,0,6,8
501877,0,6,8
748682,0,6,8
230101,0,5,8
916317,0,1,8
586199,0,2,8
146028,0,5,8
330783,1,6,6
887069,1,0,0
226804,0,1,8
575574,0,8,8
259532,0,5,8
506149,0,0,0
184755,0,4,8
222050,0,2,8
625183,0,6,8
901819,0,7,8
752826,0,6,8
443595,0,7,8
116164,0,2,8
612703,0,6,8
444300,0,3,7
173343,0,6,8
651959,0,5,8
763702,0,6,8
876326,0,7,8
684889,0,9,8
726980,0,7,8
652499,0,2,8
863432,0,6,8
661451,0,6,8
384548,0,2,8
928238,0,6,8
943756,0,6,8
680444,0,7,8
232755,0,5,8
285767,1,2,2
405602,0,6,8
298063,0,5,8
756646,0,6,8
996745,0,7,8
670230,1,0,0
995662,0,6,8
272568,0,6,8
276255,0,6,8
390203,0,5,8
439572,0,4,8
549415,0,7,8
716690,0,6,8
406564,0,5,8
581999,0,4,7
328198,0,7,8
642784,1,0,0
436874,0,6,8
169131,0,1,8
381472,0,6,8
149912,0,3,8
564841,0,6,8
136464,0,0,0
416783,0,5,8
452464,0,5,8
590621,0,1,8
909238,0,3,8
389741,0,3,8
522866,0,5,8
103970,0,7,8
115322,0,7,8
578788,1,2,3
725129,0,5,8
849549,0,6,8
680878,0,2,8
303246,0,7,8
523979,0,2,8
898514,0,3,8
487228,0,2,8
857619,0,5,8
393130,0,1,8
238434,0,6,8
276100,0,6,8
733181,0,6,8
276967,1,2,4
971318,0,7,8
350271,0,4,8
838993,1,3,6
232450,0,5,7
874780,0,4,8
704559,0,5,8
885474,0,6,8
804890,0,1,8
752140,0,5,8
514652,0,2,8
522572,0,5,8
963502,0,6,8
429238,0,7,8
647133,0,4,8
165759,0,6,8
393309,0,5,8
969800,0,0,0
311907,0,7,8
437074,0,5,8
200065,0,8,8
910391,0,7,8
548565,0,5,8
795283,0,6,8
137968,0,4,8
836550,0,5,8
840515,0,5,8
649802,0,4,8
110073,1,0,0
435156,0,6,8
663270,0,5,8
436318,1,0,0
314705,0,2,8
355126,0,6,8
258184,0,7,8
279693,0,5,8
928942,0,5,8
390980,1,4,5
493337,1,0,0
669065,0,6,8
267566,0,7,8
711319,0,1,1
683239,1,2,5
387834,0,5,8
101709,1,6,7
200321,0,6,8
620480,0,5,8
926277,0,7,8
216517,0,6,8
345238,0,6,8
434965,0,0,0
515981,0,6,8
270337,0,7,8
117169,0,6,8
652194,0,6,8
193917,0,5,8
813868,0,2,8
152936,0,0,0
364137,0,6,8
454668,0,5,8
493088,0,7,8
601068,1,0,0
508402,0,4,8
843233,0,8,8
106444,0,2,8
833576,0,6,8
762990,1,0,0
114131,0,3,8
574542,0,7,8
623903,0,6,8
175711,0,5,8
239606,0,5,8
272225,0,1,8
334224,0,6,8
314718,0,6,8
830975,0,4,8
258323,0,5,8
117240,0,3,8
362823,0,0,0
312074,0,7,8
322169,0,7,8
700705,0,6,8
281979,0,6,8
318845,1,0,0
670606,0,6,8
551055,0,6,8
666761,1,2,3
207484,0,0,0
777875,0,5,8
803407,0,6,8
128534,0,5,8
513446,0,6,8
445282,1,0,0
607555,0,5,8
709415,0,6,8
855198,0,8,8
261957,0,6,8
210734,0,6,8
425940,0,6,8
541410,0,1,8
561321,0,7,8
186942,0,4,8
250280,0,5,8
500437,0,0,0
163301,0,2,8
742822,0,3,7
697477,0,6,8
364067,0,7,8
534505,0,0,0
242980,1,0,0
878582,0,6,8
444646,0,5,8
799655,0,5,8
677717,0,2,8
756065,0,5,8
956438,0,7,8
244652,0,5,8
366654,0,8,8
461937,0,5,8
319464,1,0,0
758210,0,4,8
262366,0,7,8
575844,0,5,8
577795,0,8,8
644630,0,5,8
779066,0,8,8
901582,0,0,0
914088,0,6,8
974630,0,6,8
680553,1,0,0
426981,0,5,8
539322,0,5,7
570668,1,0,0
789932,0,5,8
732524,0,6,8
701235,0,4,8
178081,0,1,8
679638,0,7,8
199810,0,6,8
411533,0,7,8
747939,0,8,8
641970,0,6,8
924153,0,4,8
625557,0,6,8
906615,0,5,8
682819,0,6,8
179944,0,6,8
457605,1,1,1
795235,1,1,7
482424,1,0,0
168385,0,5,8
480675,0,2,8
472225,0,6,8
331598,0,5,8
311636,0,8,8
496668,0,1,8
153439,0,2,8
402251,0,4,8
367782,1,2,8
960050,0,0,0
525918,0,4,8
782282,0,5,8
341728,0,6,8
155253,1,3,5
258067,0,4,8
950437,0,7,8
243734,0,3,8
613185,0,5,8
809733,0,7,8
547407,0,5,8
169603,0,2,8
275954,0,2,8
538877,0,8,8
812899,0,6,8
875232,0,4,6
572812,1,2,2
834306,0,7,8
256483,0,6,8
466384,1,0,0
565452,0,5,8
638389,0,5,8
809216,0,5,8
203815,1,2,6
997395,0,5,8
426439,0,5,8
465891,0,3,8
380247,0,5,8
662380,0,6,8
753814,0,8,8
917585,0,7,8
294278,1,0,0
496686,1,3,4
544493,0,6,8
919055,0,1,8
290638,0,4,8
632556,0,6,8
815541,0,7,8
840120,0,6,8
177814,0,1,8
339274,1,0,0
817822,0,6,8
248461,0,6,8
351615,0,8,8
636293,0,6,8
210205,0,5,8
262336,0,5,8
583718,0,4,8
927887,0,5,8
166537,0,6,8
632816,1,0,0
281032,1,0,0
597156,0,2,8
233958,0,6,8
216661,0,6,8
675405,0,8,8
705633,0,1,8
203033,0,7,8
427036,0,6,8
549982,0,6,8
857949,1,0,0
184735,0,7,8
298712,0,4,8
453448,0,4,8
608159,0,5,8
416940,1,3,3
455068,0,5,8
139974,0,1,8
568205,0,6,8
942703,0,5,8
655016,1,2,2
129071,1,0,0
252531,1,0,0
688168,0,5,8
530051,0,6,8
917998,0,6,8
288735,0,4,8
529579,0,1,8
891179,0,5,8
882353,0,5,8
899883,1,3,7
597981,0,5,8
391927,0,7,8
454022,0,5,8
784608,0,6,8
357138,0,8,8
538770,0,5,8
670215,0,7,8
794502,0,4,8
327098,0,6,7
963757,0,5,8
640163,0,1,8
398819,0,6,8
369091,0,5,8
716961,0,7,8
250586,0,6,8
769361,0,5,8
735666,0,6,8
190791,0,4,8
126308,1,0,0
657842,0,4,8
416575,0,5,8
500788,0,7,8
882443,1,0,0
427804,1,0,0
396267,0,7,8
952222,0,4,7
873045,0,7,8
990598,0,5,8
384750,0,4,8
665100,0,5,8
235454,1,3,5
833998,0,5,8
175804,0,4,8
861879,1,4,4
443985,0,5,8
701617,0,6,8
394979,0,5,7
464220,0,7,8
245800,0,6,8
952959,0,7,8
617484,0,6,8
430618,0,4,8
119638,0,2,7
580592,1,0,0
417825,0,6,8
622302,0,2,8
397947,0,7,8
139518,0,6,8
592966,0,5,8
321734,0,3,8
912128,0,6,8
135578,0,7,8
933807,0,5,8
847283,0,0,0
142190,0,6,8
574506,0,4,8
408886,0,7,8
101664,0,5,8
307049,0,8,8
726544,0,3,8
337453,0,6,8
166239,0,6,8
711625,0,6,8
223313,0,3,8
924796,1,0,0
988392,0,9,8
833052,0,5,8
194009,0,4,7
288636,0,3,8
391900,0,4,8
499128,0,6,8
743798,0,6,8
779159,0,4,8
899825,0,6,8
756355,0,8,8
175584,0,7,8
435097,0,5,8
612162,0,5,8
797991,0,7,8
996086,0,5,8
499945,0,6,8
878929,0,5,8
362841,0,6,8
921489,0,5,8
166705,0,6,8
927676,0,6,8
439068,0,1,8
926058,0,1,8
765223,0,0,0
880580,0,1,8
970637,0,5,8
979703,0,6,8
213480,0,4,8
921403,1,2,4
216040,0,6,8
981536,0,8,8
404801,0,2,8
400272,0,4,8
772081,0,1,8
817074,0,3,8
756317,0,4,8
950593,0,5,8
794677,0,6,8
123344,0,5,8
323249,0,2,8
469238,0,2,8
713465,0,7,8
716533,0,6,8
411583,0,6,8
572505,0,2,8
601625,0,6,8
394927,0,3,8
523210,0,7,8
532592,0,7,8
116016,0,6,8
376072,0,7,8
494498,0,5,8
618409,0,6,8
201365,0,5,8
206108,0,6,8
997121,1,2,7
379446,0,4,8
337980,0,7,8
654919,1,0,0
876269,0,4,8
322606,0,5,8
342583,0,8,8
770634,0,5,8
979115,0,4,8
139270,1,0,0
191869,0,6,8
138565,0,6,8
420439,0,4,8
575145,1,0,0
991638,1,4,8
850828,0,6,8
950356,0,7,8
212848,0,2,8
208584,0,5,8
401645,0,7,8
135554,0,4,8
422204,0,7,8
663402,0,5,8
908120,0,6,8
327285,0,5,8
454073,0,5,8
778865,0,6,8
542636,0,0,0
593651,0,5,8
152007,1,2,6
195684,0,2,8
737477,0,6,8
975749,0,8,8
966512,0,3,8
255818,1,2,2
396018,0,5,8
854835,1,1,1
550575,0,1,8
917983,0,6,8
555947,0,3,8
879177,0,6,8
892000,1,0,0
936010,0,1,8
116332,0,7,8
313681,0,6,8
118514,0,2,8
624065,0,4,8
589765,0,5,8
812149,0,8,8
820541,0,7,8
509149,1,3,3
496233,0,5,8
579438,0,2,8
955479,0,6,8
159856,0,6,8
113476,0,7,8
707754,0,8,8
626510,1,0,0
918042,0,7,8
972994,0,7,8
352809,0,3,8
304764,1,2,5
923680,0,7,8
261468,0,7,8
240761,0,4,8
689477,0,5,7
939320,1,2,8
858013,0,3,8
941380,0,6,8
773986,0,5,8
464114,0,1,8
268293,0,6,8
929097,0,5,7
492159,0,6,8
565876,0,6,8
248885,0,6,8
768010,0,4,8
817573,0,6,8
263339,0,6,8
848804,0,5,8
871045,0,4,8
123420,0,6,8
155623,1,0,0
179042,0,7,8
883002,0,8,8
693852,0,7,8
618817,0,6,8
446096,0,1,8
201898,1,2,5
243455,0,6,8
514235,0,5,8
858453,0,6,8
257393,1,0,0
972795,0,5,8
831797,0,3,8
547522,0,4,8
980494,0,2,8
699397,0,7,8
561053,0,5,8
898229,0,6,8
173356,0,5,8
663382,0,5,8
462247,0,3,8
533365,0,5,8
619404,0,5,7
370014,0,5,8
672308,0,4,8
517472,1,2,8
647726,0,7,8
112026,0,8,8
853540,0,4,8
400513,0,0,0
755014,0,7,8
212707,0,6,8
120192,0,6,8
711500,0,3,8
374941,0,3,8
502141,0,5,8
332430,0,5,8
941882,0,6,8
872814,0,5,8
969378,0,4,8
608504,0,0,0
902562,0,6,8
998580,0,7,8
606600,1,4,7
329826,0,6,8
297167,0,6,8
491513,0,5,8
665031,1,0,0
192355,0,6,8
689839,0,4,8
147602,0,7,8
514042,0,5,8
284892,0,5,8
828852,0,6,8
505871,0,0,0
381748,0,6,8
533950,0,4,8
973070,1,0,0
131721,0,6,8
314842,0,6,8
138873,1,3,4
223081,1,0,0
135872,1,1,1
863093,0,2,8
812373,0,8,8
618523,1,6,8
705113,0,5,8
659112,0,5,8
765955,0,3,8
375814,0,4,8
969687,0,5,8
289732,0,6,8
585275,0,5,8
710364,0,6,8
419275,0,6,8
264145,0,4,7
658726,1,2,2
256920,0,1,8
314898,0,6,8
140735,1,0,0
284362,0,8,8
792932,1,1,1
198713,0,6,8
713853,0,6,8
349490,0,5,8
369242,0,5,8
985320,1,1,5
921886,0,6,8
189836,0,7,8
788870,0,8,8
753456,0,3,8
759847,0,5,7
605790,0,5,8
984086,0,6,8
442249,0,6,8
858222,0,1,8
866295,1,3,5
546827,0,5,8
938822,0,5,8
300606,0,6,8
392335,0,6,8
189822,0,6,8
678243,0,6,8
138025,1,2,4
290554,0,5,8
653081,0,7,8
681593,0,3,8
705006,0,6,8
907077,1,5,6
842793,0,5,8
273144,0,6,8
311857,0,0,0
112894,0,0,0
895346,0,8,8
826149,0,5,8
459128,0,7,8
524951,0,0,0
649994,0,8,8
413101,0,7,8
165893,0,5,8
206207,0,7,8
584833,0,5,8
592034,0,2,8
222102,0,8,8
752259,0,5,8
577278,0,3,8
685546,0,6,8
455758,0,2,6
931657,0,5,8
486143,0,7,8
148767,0,8,8
696864,0,4,8
437403,1,3,2
239525,0,3,8
827353,0,3,4
767648,0,3,8
521225,0,4,8
521486,0,7,8
912984,1,0,0
956477,0,5,8
225920,0,5,8
821712,1,0,0
311692,0,4,8
251874,0,4,8
660684,0,5,7
944243,0,2,8
